ANO_CENSO;TRIMESTRE;NOFORMULAR;FECHADILI;REGION;OB_FORMAL;AMPLIACION;ESTADO_ACT;MOVIMIENTO;ESTRATO;USO;USO_DOS;MESINICIO;ANOINICIO;MESREINICI;ANOREINICI;MESCULMINA;ANOCULMINA;AREATOTZC;AREAUNITGA;UNIDADESGA;PRECIOUNIG;TIPOVALOR;SIS_CONSTR;MANO_OBRAP;MANO_OBRAT;MANO_OBRAF;AREA_LOTE;AREAVENDIB;NUMUNIDEST;NUMUNIVEN;NUMUNIXVEN;NRO_EDIFIC;NRO_PISOS;CAPITULO;GRADOAVANC;PRECIOVTAX;TIPOVRDEST;AREATOTCO2;AREAVENUNI;TIPOVIVI;RANVIVI;MEZ_OBRA;CONCRETO;Destino2;id;LOCALIDAD2;DPTO_MPIO
2014;1;51397;03/14/14;11;1;2;1;C;6;1;0;2;2013;0;0;0;0;643;14;26;19000;1;2;18;52;0;0;1864;8;0;0;0;0;4;100;11340;1;2507;233;2;6; ; ;1;125;2;11001
2014;3;51397;10/02/2014;11;1;2;3;T;6;1;0;2;2013;0;0;9;2014;643;14;26;19000;1;2;0;0;0;0;1864;8;0;0;0;0;6;100;11340;1;2507;233;2;6; ; ;1;126;2;11001
2014;2;51397;07/02/2014;11;1;2;1;C;6;1;0;2;2013;0;0;0;0;643;14;26;19000;1;2;20;35;0;0;1864;8;0;0;0;0;5;10;11340;1;2507;233;2;6; ; ;1;127;2;11001
2014;2;50018;07/02/2014;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;8;92;0;0;6460;28;1;3;1;9;3;50;11264;1;9303;231;2;6; ; ;1;128;2;11001
2016;3;78987;10/13/16;11;1;2;1;A;5;1; ;5;2016;0;0;0;0;623;16;11;20000;2;2;5;13;0;288;1346;7;6;1;1;8;2;10;11250;1;1969;192;2;6;2;1;1;129;2;11001
2017;1;82492;03/30/17;11;1;2;1;N;5;1; ;2;2017;0;0;0;0;1705;11;125;18000;1;2;4;6;0;1000;6168;48;24;24;1;9;1;5;11238;1;7873;129;2;6;1;2;1;130;2;11001
2015;4;68615;01/14/16;11;1;2;1;C;5;1;0;6;2015;0;0;0;0;3080;11;81;20000;2;2;13;57;0;0;5825;23;0;10;1;8;2;50;11223;1;8905;253;2;6;2;2;1;131;2;11001
2016;1;57838;04/07/2016;11;1;2;3;T;6;1;0;12;2013;0;0;4;2016;2584;14;92;20000;2;2;0;0;0;0;9347;26;2;6;1;12;6;100;11167;1;11931;360;2;6;2;2;1;132;2;11001
2016;1;62719;04/04/2016;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;1769;12;87;20000;2;2;4;50;0;0;6552;18;5;4;1;9;5;50;11081;1;8321;364;2;6;2;2;1;133;1;11001
2018;2;82492;05/24/18;11;1;2;1;C;5;1; ;2;2017;0;0;0;0;1705;11;125;18000;1;2;12;23;0;0;6168;48;12;6;1;9;2;40;11079;1;7873;129;2;6;2;2;1;134;2;11001
2015;4;55945;01/12/2016;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;5803;11;283;20000;1;2;40;80;0;0;16015;84;0;12;1;5;5;80;11020;1;21818;191;2;6;2;2;1;135;2;11001
2015;3;62360;10/05/2015;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;639;11;35;20000;2;2;2;23;0;0;2063;10;1;4;1;5;5;50;11016;1;2702;206;2;6;2;2;1;136;2;11001
2015;3;55945;10/05/2015;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;5803;11;283;20000;1;2;5;182;0;0;16015;84;0;12;1;5;4;80;11011;1;21818;191;2;6;2;2;1;137;2;11001
2015;2;55945;07/06/2015;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;5803;11;283;20000;1;2;35;200;0;0;16015;84;0;12;1;5;3;30;11011;1;21818;191;2;6; ; ;1;138;2;11001
2014;4;55945;01/21/15;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;5803;11;283;20000;1;2;35;320;0;0;16015;84;0;12;1;5;2;60;11011;1;21818;191;2;6; ; ;1;139;2;11001
2015;1;55945;04/09/2015;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;5803;11;283;20000;1;2;40;250;0;0;16015;84;0;12;1;5;2;70;11011;1;21818;191;2;6; ; ;1;140;2;11001
2014;3;55945;10/02/2014;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;5803;11;283;20000;1;2;24;166;0;0;16015;84;0;12;1;5;2;45;11000;1;21818;191;2;6; ; ;1;141;2;11001
2013;3;50018;10/11/2013;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;2;48;0;0;6460;28;0;4;1;9;2;10;11000;1;9303;231;2;6; ; ;1;142;2;11001
2013;2;48217;07/03/2013;11;1;2;1;C;6;1;0;8;2012;0;0;0;0;1252;13;34;13000;1;2;7;71;0;0;3242;8;0;0;1;9;3;70;11000;1;4494;405;2;6; ; ;1;143;2;11001
2015;3;65773;10/05/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;987;12;42;20000;2;2;10;60;0;0;3084;21;1;6;1;9;2;10;10985;1;4071;147;2;6;2;2;1;144;2;11001
2016;2;59819;07/06/2016;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1242;11;58;14000;2;2;5;60;0;0;2636;55;2;7;1;5;5;60;10967;1;3878;48;2;6;2;2;1;145;1;11001
2017;4;80615;11/29/17;11;1;2;1;C;6;1; ;7;2016;0;0;0;0;5321;12;80;30000;2;2;15;157;0;0;10136;20;2;3;1;6;2;65;10963;1;15457;507;2;6;2;2;1;146;2;11001
2017;4;85045;11/29/17;11;1;2;1;C;6;1; ;9;2017;0;0;0;0;5321;12;80;20000;2;3;15;157;0;44500;10136;20;3;0;1;6;3;16;10963;1;15457;507;2;6;2;2;1;147;2;11001
2018;1;87418;02/27/18;11;1;2;1;N;6;1; ;1;2018;0;0;0;0;400;0;0;0;0;2;6;75;0;23000;2751;6;6;0;1;6;2;90;10963;1;3151;459;2;6;2;1;1;148;2;11001
2018;1;80615;02/27/18;11;1;2;1;C;6;1; ;7;2016;0;0;0;0;5321;12;80;30000;2;2;3;75;0;0;10136;20;0;3;1;6;3;50;10963;1;15457;507;2;6;2;2;1;149;2;11001
2018;1;85045;02/27/18;11;1;2;1;C;6;1; ;9;2017;0;0;0;0;5321;12;80;20000;2;3;3;75;0;44500;10136;20;0;0;1;6;3;51;10963;1;15457;507;2;6;2;2;1;150;2;11001
2018;1;87419;02/27/18;11;1;2;1;N;6;1; ;1;2018;0;0;0;0;400;10;24;14000;2;2;3;75;0;23000;2751;6;3;3;1;6;2;90;10963;1;3151;459;2;6;2;1;1;151;2;11001
2018;2;87418;05/18/18;11;1;2;1;C;6;1; ;1;2018;0;0;0;0;400;0;0;0;0;2;3;75;0;23000;2751;6;0;0;1;6;3;60;10963;1;3151;459;2;6;2;2;1;152;2;11001
2018;2;80615;05/18/18;11;1;2;1;C;6;1; ;7;2016;0;0;0;0;5321;12;80;30000;2;2;2;75;0;0;10136;20;0;3;1;6;3;60;10963;1;15457;507;2;6;2;2;1;153;2;11001
2018;2;85045;05/26/18;11;1;2;1;C;6;1; ;9;2017;0;0;0;0;5321;12;80;20000;2;3;2;75;0;44500;10136;20;0;0;1;6;3;60;10963;1;15457;507;2;6;2;2;1;154;2;11001
2017;1;80375;03/27/17;11;1;2;1;C;4;1; ;1;2017;0;0;0;0;764;12;22;25000;1;2;2;15;0;0;1008;22;0;8;1;4;1;80;10952;1;1772;46;2;6;2;2;1;155;1;11001
2017;1;65690;04/05/2017;11;1;2;2;C;6;1; ;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;22;10923;2;3393;273;2;6;2;2;1;156;2;11001
2017;2;65690;06/02/2017;11;1;2;2;C;6;1; ;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;30;10923;2;3393;273;2;6;2;2;1;157;2;11001
2017;4;65690;11/29/17;11;1;2;2;C;6;1; ;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;30;10923;2;3393;273;2;6;2;2;1;158;2;11001
2017;3;65690;09/06/2017;11;1;2;2;C;6;1; ;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;30;10923;2;3393;273;2;6;2;2;1;159;2;11001
2016;2;65690;07/01/2016;11;1;2;2;C;6;1;0;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;22;10923;2;3393;273;2;6;2;2;1;160;2;11001
2016;1;65690;04/06/2016;11;1;2;2;C;6;1;0;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;22;10923;2;3393;273;2;6;2;2;1;161;2;11001
2016;3;65690;10/12/2016;11;1;2;2;C;6;1;0;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;22;10923;2;3393;273;2;6;2;2;1;162;2;11001
2016;4;65690;01/16/17;11;1;2;2;C;6;1;0;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;22;10923;2;3393;273;2;6;2;2;1;163;2;11001
2018;1;65690;02/28/18;11;1;2;2;C;6;1; ;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;30;10923;2;3393;273;2;6;2;2;1;164;2;11001
2015;3;65690;10/09/2015;11;1;2;2;C;6;1;0;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;22;10923;2;3393;273;2;6;2;2;1;165;2;11001
2015;2;65690;07/07/2015;11;1;2;2;I;6;1;0;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;22;10923;2;3393;273;2;6; ; ;1;166;2;11001
2015;4;65690;01/19/16;11;1;2;2;C;6;1;0;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;22;10923;2;3393;273;2;6;2;2;1;167;2;11001
2015;1;65690;04/11/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;667;14;30;18500;2;2;6;9;0;0;2726;10;0;10;1;12;1;20;10923;1;3393;273;2;6; ; ;1;168;2;11001
2018;2;65690;05/28/18;11;1;2;2;C;6;1; ;1;2015;0;0;0;0;667;14;30;18500;2;2;0;0;0;0;2726;10;0;10;1;12;1;30;10923;2;3393;273;2;6;2;2;1;169;2;11001
2018;1;82492;02/24/18;11;1;2;1;C;5;1; ;2;2017;0;0;0;0;1705;11;125;18000;1;2;10;30;0;0;6168;48;0;18;1;9;2;30;10916;1;7873;129;2;6;2;2;1;170;2;11001
2015;4;57838;01/18/16;11;1;2;1;C;6;1;0;12;2013;0;0;0;0;2584;14;92;20000;2;2;20;100;0;0;9347;26;0;8;1;12;5;10;10912;1;11931;360;2;6;2;2;1;171;2;11001
2015;4;62134;01/15/16;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;3135;10;85;18000;2;2;16;93;0;0;5810;26;11;0;1;8;3;50;10900;1;8945;223;2;6;2;2;1;172;2;11001
2016;1;62134;04/06/2016;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;3135;10;85;18000;2;2;18;80;0;0;5810;26;0;0;1;8;4;80;10900;1;8945;223;2;6;2;2;1;173;2;11001
2015;3;62134;10/03/2015;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;3135;10;85;18000;2;2;11;79;0;0;5810;26;0;11;1;8;3;15;10900;1;8945;223;2;6;2;2;1;174;2;11001
2016;3;62134;10/03/2016;11;1;2;3;T;6;1;0;5;2014;0;0;10;2016;3135;10;85;18000;2;2;0;0;0;0;5810;26;0;0;1;8;6;100;10900;1;8945;223;2;6;2;2;1;175;2;11001
2016;2;62134;07/05/2016;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;3135;10;85;18000;2;2;11;50;0;0;5810;26;0;0;1;8;4;90;10900;1;8945;223;2;6;2;2;1;176;2;11001
2015;2;62134;06/04/2015;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;3135;10;85;18000;2;2;8;40;0;0;5810;26;0;11;1;8;2;95;10892;1;8945;223;2;6; ; ;1;177;2;11001
2016;3;62719;10/03/2016;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;1769;12;87;20000;2;2;3;44;0;0;6552;18;1;3;1;9;5;80;10876;1;8321;364;2;6;2;2;1;178;1;11001
2016;3;62718;10/03/2016;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;1769;12;87;20000;2;2;2;45;0;0;6552;18;0;2;1;9;5;80;10876;1;8321;364;2;6;2;2;1;179;1;11001
2016;2;62719;07/13/16;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;1769;12;87;20000;2;2;1;72;0;0;6552;18;0;4;1;9;5;60;10873;1;8321;364;2;6;2;2;1;180;1;11001
2016;2;62718;07/13/16;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;1769;12;87;20000;2;2;1;72;0;0;6552;18;0;2;1;9;5;60;10873;1;8321;364;2;6;2;2;1;181;1;11001
2013;2;50018;07/05/2013;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;10;30;0;0;6460;28;6;4;1;9;2;5;10800;1;9303;231;2;6; ; ;1;182;2;11001
2016;2;55945;07/11/2016;11;1;2;3;T;6;1;0;9;2013;0;0;7;2016;5803;11;283;20000;1;2;0;0;0;0;16015;84;0;12;1;5;6;100;10744;1;21818;191;2;6;2;2;1;183;2;11001
2016;2;67374;07/11/2016;11;1;2;3;T;6;1;0;7;2014;0;0;7;2016;2764;14;111;18000;2;2;0;0;0;0;8205;67;2;0;1;11;6;100;10733;1;10969;122;2;6;2;2;1;184;2;11001
2016;1;55945;04/04/2016;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;5803;11;283;20000;1;2;27;183;0;0;16015;84;0;12;1;5;5;100;10731;1;21818;191;2;6;2;2;1;185;2;11001
2017;3;80375;09/01/2017;11;1;2;1;C;4;1; ;1;2017;0;0;0;0;764;12;22;25000;1;2;4;17;0;0;1008;22;0;6;1;4;2;15;10709;1;1772;46;2;6;2;2;1;186;1;11001
2017;4;80375;11/25/17;11;1;2;1;C;4;1; ;1;2017;0;0;0;0;764;12;22;25000;1;2;3;20;0;0;1008;22;0;6;1;4;3;80;10709;1;1772;46;2;6;2;2;1;187;1;11001
2017;2;80375;05/31/17;11;1;2;1;C;4;1; ;1;2017;0;0;0;0;764;12;22;25000;1;2;2;11;0;0;1008;22;2;6;1;4;1;90;10709;1;1772;46;2;6;2;2;1;188;1;11001
2017;2;82481;06/01/2017;11;1;2;1;C;6;1; ;1;2017;0;0;0;0;1434;12;36;30000;2;2;7;150;0;0;4266;18;0;0;1;5;2;50;10704;1;5700;237;2;6;2;2;1;189;2;11001
2017;1;82481;03/27/17;11;1;2;1;N;6;1; ;1;2017;0;0;0;0;1434;12;36;30000;2;2;4;96;0;23000;4266;18;18;0;1;5;1;80;10704;1;5700;237;2;6;2;1;1;190;2;11001
2017;4;82481;11/29/17;11;1;2;1;C;6;1; ;1;2017;0;0;0;0;1434;12;36;30000;2;2;12;76;0;0;4266;18;0;0;1;5;3;70;10704;1;5700;237;2;6;2;2;1;191;2;11001
2017;3;82481;09/05/2017;11;1;2;1;C;6;1; ;1;2017;0;0;0;0;1434;12;36;30000;2;2;6;120;0;0;4266;18;0;0;1;5;2;80;10704;1;5700;237;2;6;2;2;1;192;2;11001
2018;1;82481;02/27/18;11;1;2;1;C;6;1; ;1;2017;0;0;0;0;1434;12;36;30000;2;2;3;75;0;0;4266;18;0;0;1;5;3;90;10704;1;5700;237;2;6;2;2;1;193;2;11001
2018;2;82481;05/18/18;11;1;2;1;C;6;1; ;1;2017;0;0;0;0;1434;12;36;30000;2;2;2;75;0;0;4266;18;0;0;1;5;3;100;10704;1;5700;237;2;6;2;2;1;194;2;11001
2017;3;85045;09/05/2017;11;1;2;1;N;6;1; ;9;2017;0;0;0;0;5321;12;80;20000;2;3;6;120;0;44500;10136;20;17;3;1;6;2;40;10697;1;15457;507;2;6;2;1;1;195;2;11001
2017;3;80615;09/05/2017;11;1;2;1;C;6;1; ;7;2016;0;0;0;0;5321;12;80;30000;2;2;2;40;0;0;10136;20;0;5;1;6;2;52;10697;1;15457;507;2;6;2;2;1;196;2;11001
2017;4;82492;11/21/17;11;1;2;1;C;5;1; ;2;2017;0;0;0;0;1705;11;125;18000;1;2;13;25;0;0;6168;48;6;18;1;9;1;100;10691;1;7873;129;2;6;2;2;1;197;2;11001
2017;1;71788;04/06/2017;11;2;2;1;C;6;1; ;9;2015;0;0;0;0;1565;10;147;20000;2;2;15;55;0;0;6249;30;0;0;1;9;4;60;10662;1;7814;208;2;6;2;2;1;198;2;11001
2017;2;71788;05/30/17;11;2;2;3;T;6;1; ;9;2015;0;0;5;2017;1565;10;147;20000;2;2;0;0;0;0;6249;30;0;0;1;9;6;100;10662;1;7814;208;2;6;2;2;1;199;2;11001
2016;2;71788;07/02/2016;11;2;2;1;C;6;1; ;9;2015;0;0;0;0;1565;10;147;20000;2;2;7;83;0;0;6249;30;0;0;1;9;3;10;10662;1;7814;208;2;6;2;2;1;200;2;11001
2016;1;71788;04/08/2016;11;2;2;1;C;6;1; ;9;2015;0;0;0;0;1565;10;147;20000;2;2;11;55;0;0;6249;30;0;0;1;9;2;96;10662;1;7814;208;2;6;2;2;1;201;2;11001
2016;3;71788;10/13/16;11;2;2;1;C;6;1; ;9;2015;0;0;0;0;1565;10;147;20000;2;2;15;150;0;0;6249;30;0;0;1;9;4;10;10662;1;7814;208;2;6;2;2;1;202;2;11001
2016;4;71788;01/13/17;11;2;2;1;C;6;1; ;9;2015;0;0;0;0;1565;10;147;20000;2;2;18;120;0;0;6249;30;0;0;1;9;4;20;10662;1;7814;208;2;6;2;2;1;203;2;11001
2015;4;71788;01/18/16;11;2;2;1;C;6;1; ;9;2015;0;0;0;0;1565;10;147;20000;2;2;20;90;0;0;6249;30;0;0;1;9;2;90;10662;1;7814;208;2;6;2;2;1;204;2;11001
2015;3;71788;10/07/2015;11;2;2;1;N;6;1; ;9;2015;0;0;0;0;1565;10;147;20000;2;2;3;12;0;1054;6249;30;30;0;1;9;1;20;10662;1;7814;208;2;6;2;1;1;205;2;11001
2015;4;59819;01/15/16;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1242;11;58;14000;2;2;15;35;0;0;2636;55;6;12;1;5;3;70;10656;1;3878;48;2;6;2;2;1;206;1;11001
2016;1;59819;04/07/2016;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1242;11;58;14000;2;2;8;42;0;0;2636;55;3;9;1;5;4;100;10656;1;3878;48;2;6;2;2;1;207;1;11001
2016;3;59819;10/05/2016;11;1;2;3;T;6;1;0;1;2014;0;0;8;2016;1242;11;58;14000;2;2;0;0;0;0;2636;55;3;4;1;5;6;100;10630;1;3878;48;2;6;2;2;1;208;1;11001
2013;1;50018;04/12/2013;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;0;27;0;0;6460;28;0;10;1;9;1;15;10600;1;9303;231;2;6; ; ;1;209;2;11001
2015;2;65773;07/07/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;987;12;42;20000;2;2;10;65;0;0;3084;21;0;7;1;9;1;34;10570;1;4071;147;2;6; ; ;1;210;2;11001
2015;4;62360;01/12/2016;11;1;2;3;T;6;1;0;5;2014;0;0;1;2016;639;11;35;20000;2;2;0;0;0;0;2063;10;4;0;1;5;6;100;10559;1;2702;206;2;6;2;2;1;211;2;11001
2015;4;57835;01/14/16;11;1;2;3;T;6;1; ;10;2013;0;0;1;2016;2794;10;100;20000;2;2;0;0;0;0;6640;14;0;0;1;7;6;100;10538;1;9434;474;2;6;2;2;1;212;2;11001
2015;2;57835;07/07/2015;11;1;2;1;C;6;1; ;10;2013;0;0;0;0;2794;10;100;20000;2;2;5;15;0;0;6640;14;0;0;1;7;4;60;10538;1;9434;474;2;6; ; ;1;213;2;11001
2015;3;57835;10/05/2015;11;1;2;1;C;6;1; ;10;2013;0;0;0;0;2794;10;100;20000;2;2;12;78;0;0;6640;14;0;0;1;7;4;70;10538;1;9434;474;2;6;2;2;1;214;2;11001
2015;1;57835;04/11/2015;11;1;2;1;C;6;1; ;10;2013;0;0;0;0;2794;10;100;20000;2;2;12;58;0;0;6640;14;0;0;1;7;4;20;10538;1;9434;474;2;6; ; ;1;215;2;11001
2014;4;57835;01/16/15;11;1;2;1;C;6;1; ;10;2013;0;0;0;0;2794;10;100;20000;2;2;10;90;0;0;6640;14;0;0;1;7;3;80;10538;1;9434;474;2;6; ; ;1;216;2;11001
2014;3;57835;10/18/14;11;1;2;1;C;6;1; ;10;2013;0;0;0;0;2794;10;100;20000;2;2;8;112;0;0;6640;14;0;0;1;7;2;70;10538;1;9434;474;2;6; ; ;1;217;2;11001
2014;2;57835;07/17/14;11;1;2;1;C;6;1; ;10;2013;0;0;0;0;2794;10;100;20000;2;2;7;113;0;0;6640;14;1;0;1;7;2;60;10538;1;9434;474;2;6; ; ;1;218;2;11001
2014;4;59473;01/19/15;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;851;10;71;15000;1;2;15;60;0;0;4712;22;10;0;1;10;2;70;10510;1;5563;214;2;6; ; ;1;219;2;11001
2015;1;59473;04/07/2015;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;851;10;71;15000;1;2;15;65;0;0;4712;22;0;0;1;10;2;100;10510;1;5563;214;2;6; ; ;1;220;2;11001
2015;3;59473;10/08/2015;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;851;10;71;15000;1;2;18;46;0;0;4712;22;0;0;1;10;5;55;10510;1;5563;214;2;6;2;2;1;221;2;11001
2015;2;59473;07/02/2015;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;851;10;71;15000;1;2;20;40;0;0;4712;22;0;0;1;10;3;70;10510;1;5563;214;2;6; ; ;1;222;2;11001
2015;4;59473;01/16/16;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;851;10;71;15000;1;2;20;65;0;0;4712;22;0;0;1;10;5;70;10510;1;5563;214;2;6;2;2;1;223;2;11001
2016;1;59473;04/09/2016;11;1;2;3;T;6;1;0;1;2014;0;0;4;2016;851;10;71;15000;1;2;0;0;0;0;4712;22;0;0;1;10;6;100;10510;1;5563;214;2;6;2;2;1;224;2;11001
2014;1;57835;03/13/14;11;1;2;1;C;6;1; ;10;2013;0;0;0;0;2794;10;100;20000;2;2;15;48;0;0;6640;14;0;1;1;7;2;5;10500;1;9434;474;2;6; ; ;1;225;2;11001
2014;1;50018;03/14/14;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;10;80;0;0;6460;28;0;4;1;9;2;85;10500;1;9303;231;2;6; ; ;1;226;2;11001
2013;4;57835;01/22/14;11;1;2;1;N;6;1; ;10;2013;0;0;0;0;2794;10;100;20000;2;2;6;54;0;1628;6640;14;13;1;1;7;1;70;10500;1;9434;474;2;6; ; ;1;227;2;11001
2018;1;73730;02/19/18;11;1;2;1;C;6;1; ;11;2015;0;0;0;0;1157;15;100;20000;2;2;5;80;0;0;7380;49;0;0;1;11;5;80;10473;1;8537;151;2;6;2;2;1;228;2;11001
2017;4;73730;11/21/17;11;1;2;1;C;6;1; ;11;2015;0;0;0;0;1157;15;100;20000;2;2;15;105;0;0;7380;49;5;0;1;11;4;50;10473;1;8537;151;2;6;2;2;1;229;2;11001
2017;3;73730;08/28/17;11;1;2;1;C;6;1; ;11;2015;0;0;0;0;1157;15;100;20000;2;2;17;140;0;0;7380;49;0;5;1;11;3;100;10473;1;8537;151;2;6;2;2;1;230;2;11001
2018;2;73730;05/18/18;11;1;2;3;T;6;1; ;11;2015;0;0;5;2018;1157;15;100;20000;2;2;0;0;0;0;7380;49;0;0;1;11;6;100;10473;1;8537;151;2;6;2;2;1;231;2;11001
2015;4;67260;01/18/16;11;1;2;1;C;6;1; ;3;2015;0;0;0;0;1075;11;47;20000;2;2;10;25;0;0;2697;17;0;6;1;9;2;100;10471;1;3772;159;2;6;2;2;1;232;2;11001
2015;3;67260;10/07/2015;11;1;2;1;C;6;1; ;3;2015;0;0;0;0;1075;11;47;20000;2;2;5;19;0;0;2697;17;0;6;1;9;2;70;10471;1;3772;159;2;6;2;2;1;233;2;11001
2017;2;73730;05/25/17;11;1;2;1;C;6;1; ;11;2015;0;0;0;0;1157;15;100;20000;2;2;14;119;0;0;7380;49;0;5;1;11;3;10;10464;1;8537;151;2;6;2;2;1;234;2;11001
2017;1;73730;03/28/17;11;1;2;1;C;6;1; ;11;2015;0;0;0;0;1157;15;100;20000;2;2;15;95;0;0;7380;49;3;5;1;11;2;70;10464;1;8537;151;2;6;2;2;1;235;2;11001
2016;1;73730;04/05/2016;11;1;2;1;C;6;1; ;11;2015;0;0;0;0;1157;15;100;20000;2;2;7;35;0;0;7380;49;0;44;1;11;1;20;10450;2;8537;151;2;6;2;2;1;236;2;11001
2015;4;73730;01/14/16;11;1;2;1;N;6;1; ;11;2015;0;0;0;0;1157;15;100;20000;2;2;6;35;0;1568;7380;49;5;44;1;11;1;10;10449;1;8537;151;2;6;1;1;1;237;2;11001
2016;1;62718;04/04/2016;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;1769;12;87;20000;2;2;4;50;0;0;6552;18;5;2;1;9;5;50;10440;1;8321;364;2;6;2;2;1;238;1;11001
2017;1;62719;03/27/17;11;1;2;3;T;6;1; ;5;2014;0;0;3;2017;1769;12;87;20000;2;2;0;0;0;0;6552;18;0;2;1;9;6;100;10431;1;8321;364;2;6;2;2;1;239;1;11001
2015;1;59819;04/07/2015;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1242;11;58;14000;2;2;4;25;0;0;2636;55;0;36;1;5;2;60;10424;1;3878;48;2;6; ; ;1;240;1;11001
2015;3;63875;10/08/2015;11;1;2;1;C;6;1;0;8;2014;0;0;0;0;4970;13;129;20000;2;2;25;80;0;0;10666;38;0;8;1;10;1;65;10403;1;15636;281;2;6;2;2;1;241;2;11001
2015;3;59476;10/02/2015;11;1;2;1;C;6;1;0;3;2014;0;0;0;0;2322;10;108;15000;2;2;5;150;0;0;4838;25;0;0;1;5;5;80;10400;1;7160;194;2;6;2;2;1;242;2;11001
2015;2;59476;07/08/2015;11;1;2;1;C;6;1;0;3;2014;0;0;0;0;2322;10;108;15000;2;2;0;110;0;0;4838;25;0;0;1;5;4;10;10400;1;7160;194;2;6; ; ;1;243;2;11001
2015;4;59476;01/14/16;11;1;2;3;T;6;1;0;3;2014;0;0;1;2016;2322;10;108;15000;2;2;0;0;0;0;4838;25;0;0;1;5;6;100;10400;1;7160;194;2;6;2;2;1;244;2;11001
2015;1;59476;04/10/2015;11;1;2;1;C;6;1;0;3;2014;0;0;0;0;2322;10;108;15000;2;2;6;54;0;0;4838;25;0;0;1;5;3;40;10400;1;7160;194;2;6; ; ;1;245;2;11001
2014;4;59476;01/22/15;11;1;2;1;C;6;1;0;3;2014;0;0;0;0;2322;10;108;15000;2;2;2;20;0;0;4838;25;0;0;1;5;2;70;10400;1;7160;194;2;6; ; ;1;246;2;11001
2014;1;59476;03/19/14;11;1;2;1;N;6;1;0;3;2014;0;0;0;0;2322;10;108;15000;2;2;5;25;0;1100;4838;25;15;10;1;5;1;5;10400;1;7160;194;2;6; ; ;1;247;2;11001
2014;2;59476;07/04/2014;11;1;2;1;C;6;1;0;3;2014;0;0;0;0;2322;10;108;15000;2;2;7;43;0;0;4838;25;0;10;1;5;2;10;10400;1;7160;194;2;6; ; ;1;248;2;11001
